date,station,PRCP,TAVG,TMAX,TMIN
2020-03-02,GHCND:USW00023188,0.0,14.4,18.3,11.7
2020-03-03,GHCND:USW00023188,0.0,15.8,25.0,9.4
2020-03-04,GHCND:USW00023188,0.0,17.1,19.4,13.9
2020-03-05,GHCND:USW00023188,0.0,16.8,21.7,13.9
2020-03-06,GHCND:USW00023188,0.0,17.1,20.6,14.4
2020-03-07,GHCND:USW00023188,0.3,16.7,18.9,15.6
2020-03-08,GHCND:USW00023188,1.8,16.3,18.9,13.9
2020-03-09,GHCND:USW00023188,3.6,16.6,22.8,11.7
2020-03-10,GHCND:USW00023188,8.9,18.4,20.6,16.1
2020-03-11,GHCND:USW00023188,0.0,18.2,21.1,16.7
2020-03-12,GHCND:USW00023188,6.6,17.1,18.3,15.6
2020-03-13,GHCND:USW00023188,9.9,16.4,17.8,15.0
2020-03-14,GHCND:USW00023188,1.8,16.7,19.4,14.4
2020-03-15,GHCND:USW00023188,0.0,16.3,18.9,13.3
2020-03-16,GHCND:USW00023188,6.4,16.2,18.9,13.9
2020-03-17,GHCND:USW00023188,0.3,15.7,17.8,11.7
2020-03-18,GHCND:USW00023188,5.8,13.2,16.7,11.1
2020-03-19,GHCND:USW00023188,0.0,15.2,18.3,13.3
2020-03-20,GHCND:USW00023188,1.8,15.3,17.8,12.2
2020-03-21,GHCND:USW00023188,0.0,15.7,19.4,12.2
2020-03-22,GHCND:USW00023188,2.0,16.0,20.6,12.2
2020-03-23,GHCND:USW00023188,0.3,17.9,19.4,13.3
2020-03-24,GHCND:USW00023188,0.0,15.9,19.4,12.2
2020-03-25,GHCND:USW00023188,1.0,16.7,18.9,13.3
2020-03-26,GHCND:USW00023188,1.0,15.6,17.8,12.2
2020-03-27,GHCND:USW00023188,3.0,14.0,17.8,10.0
2020-03-28,GHCND:USW00023188,0.0,14.4,18.3,10.0
2020-03-29,GHCND:USW00023188,0.0,15.4,19.4,11.1
2020-03-30,GHCND:USW00023188,0.0,17.1,20.6,13.3
2020-03-31,GHCND:USW00023188,0.0,16.9,20.6,13.9
2020-04-01,GHCND:USW00023188,0.0,16.7,18.9,14.4
2020-04-02,GHCND:USW00023188,0.0,17.0,18.9,15.6
2020-04-03,GHCND:USW00023188,0.0,16.2,19.4,12.2
2020-04-04,GHCND:USW00023188,0.0,16.9,18.9,15.0
2020-04-05,GHCND:USW00023188,4.8,16.8,19.4,14.4
2020-04-06,GHCND:USW00023188,19.0,16.8,19.4,14.4
2020-04-07,GHCND:USW00023188,9.4,15.3,18.3,13.3
2020-04-08,GHCND:USW00023188,1.8,14.4,17.2,12.2
2020-04-09,GHCND:USW00023188,29.5,15.2,17.8,12.8
2020-04-10,GHCND:USW00023188,26.4,14.6,15.6,12.8
2020-04-11,GHCND:USW00023188,0.3,14.1,18.9,10.6
2020-04-12,GHCND:USW00023188,0.0,16.6,17.8,14.4
2020-04-13,GHCND:USW00023188,1.5,16.0,18.3,14.4
2020-04-14,GHCND:USW00023188,0.0,17.2,20.6,15.0
2020-04-15,GHCND:USW00023188,0.0,18.1,24.4,12.2
2020-04-16,GHCND:USW00023188,0.0,18.4,23.3,11.7
2020-04-17,GHCND:USW00023188,0.0,17.5,20.0,15.6
2020-04-18,GHCND:USW00023188,0.8,17.4,20.0,15.0
2020-04-19,GHCND:USW00023188,0.0,17.1,19.4,15.6
2020-04-20,GHCND:USW00023188,0.0,17.7,21.1,16.7
2020-04-21,GHCND:USW00023188,0.0,18.3,21.1,16.7
2020-04-22,GHCND:USW00023188,0.0,18.7,25.6,13.9
2020-04-23,GHCND:USW00023188,0.0,20.8,27.8,15.0
2020-04-24,GHCND:USW00023188,0.0,21.8,28.3,17.2
2020-04-25,GHCND:USW00023188,0.0,21.4,28.3,17.2
2020-04-26,GHCND:USW00023188,0.0,21.7,31.1,17.8
2020-04-27,GHCND:USW00023188,0.0,20.6,22.8,18.9
2020-04-28,GHCND:USW00023188,0.0,20.1,23.3,18.3
2020-04-29,GHCND:USW00023188,0.0,19.7,21.7,18.3
2020-04-30,GHCND:USW00023188,0.0,19.7,23.3,17.8
2020-05-01,GHCND:USW00023188,0.0,20.4,24.4,18.3
2020-05-02,GHCND:USW00023188,0.0,20.7,25.0,17.2
2020-05-03,GHCND:USW00023188,0.0,20.1,23.3,17.8
2020-05-04,GHCND:USW00023188,0.0,19.9,23.9,17.2
2020-05-05,GHCND:USW00023188,0.0,21.6,26.7,17.2
2020-05-06,GHCND:USW00023188,0.0,22.3,29.4,16.7
2020-05-07,GHCND:USW00023188,0.0,21.3,25.6,16.7
2020-05-08,GHCND:USW00023188,0.0,20.7,23.3,17.8
2020-05-09,GHCND:USW00023188,0.0,20.7,22.8,19.4
2020-05-10,GHCND:USW00023188,0.0,20.4,22.2,18.9
2020-05-11,GHCND:USW00023188,0.0,20.2,22.2,17.8
2020-05-12,GHCND:USW00023188,0.5,19.6,23.3,15.6
2020-05-13,GHCND:USW00023188,0.0,19.4,21.7,16.7
2020-05-14,GHCND:USW00023188,0.0,19.5,22.8,16.1
2020-05-15,GHCND:USW00023188,0.0,20.7,23.3,18.3
2020-05-16,GHCND:USW00023188,0.0,20.3,22.8,17.8
2020-05-17,GHCND:USW00023188,0.0,20.3,22.2,18.9
2020-05-18,GHCND:USW00023188,0.0,20.6,23.9,18.9
2020-05-19,GHCND:USW00023188,0.0,19.8,21.7,16.7
2020-05-20,GHCND:USW00023188,0.0,18.9,22.8,14.4
2020-05-21,GHCND:USW00023188,0.0,19.3,23.9,15.6
2020-05-22,GHCND:USW00023188,0.0,20.1,21.7,18.3
2020-05-23,GHCND:USW00023188,0.0,19.1,21.1,17.2
2020-05-24,GHCND:USW00023188,0.0,19.1,22.2,16.1
2020-05-25,GHCND:USW00023188,0.0,19.4,23.3,17.8
2020-05-26,GHCND:USW00023188,0.0,20.6,25.0,18.3
2020-05-27,GHCND:USW00023188,0.0,20.2,23.9,17.8
2020-05-28,GHCND:USW00023188,0.0,19.8,22.8,18.3
2020-05-29,GHCND:USW00023188,0.0,19.4,21.1,18.3
2020-05-30,GHCND:USW00023188,0.0,19.9,22.8,17.8
2020-05-31,GHCND:USW00023188,0.0,20.1,22.8,17.8
2020-06-01,GHCND:USW00023188,0.0,19.8,23.9,16.7
2020-06-02,GHCND:USW00023188,0.0,20.4,23.9,17.2
2020-06-03,GHCND:USW00023188,0.0,21.4,26.7,18.9
2020-06-04,GHCND:USW00023188,0.0,19.4,21.1,17.2
2020-06-05,GHCND:USW00023188,0.0,19.9,22.8,18.3
2020-06-06,GHCND:USW00023188,1.5,19.9,21.7,17.8
2020-06-07,GHCND:USW00023188,0.0,19.8,22.8,16.7
2020-06-08,GHCND:USW00023188,0.0,20.1,27.8,14.4
2020-06-09,GHCND:USW00023188,0.0,24.0,33.9,15.0
2020-06-10,GHCND:USW00023188,0.0,25.2,31.7,16.7
2020-06-11,GHCND:USW00023188,0.0,22.0,23.9,16.7
2020-06-12,GHCND:USW00023188,0.0,19.4,21.7,17.2
2020-06-13,GHCND:USW00023188,0.0,19.3,22.8,17.2
2020-06-14,GHCND:USW00023188,0.0,19.6,22.2,17.8
2020-06-15,GHCND:USW00023188,0.0,19.8,22.2,18.3
2020-06-16,GHCND:USW00023188,0.0,19.1,21.7,17.8
2020-06-17,GHCND:USW00023188,0.0,19.3,21.1,17.2
2020-06-18,GHCND:USW00023188,0.0,18.7,21.1,17.2
2020-06-19,GHCND:USW00023188,0.0,19.3,22.2,18.3
2020-06-20,GHCND:USW00023188,0.0,19.2,21.7,17.8
2020-06-21,GHCND:USW00023188,0.0,19.1,20.6,18.3
2020-06-22,GHCND:USW00023188,0.0,19.4,21.7,18.3
2020-06-23,GHCND:USW00023188,0.0,19.8,22.2,17.8
2020-06-24,GHCND:USW00023188,0.0,18.6,20.0,17.8
2020-06-25,GHCND:USW00023188,0.0,18.6,21.1,17.2
2020-06-26,GHCND:USW00023188,0.0,19.8,23.3,17.8
2020-06-27,GHCND:USW00023188,0.0,20.2,22.8,18.3
2020-06-28,GHCND:USW00023188,0.0,19.2,22.2,17.2
2020-06-29,GHCND:USW00023188,2.0,18.6,21.1,16.7
2020-06-30,GHCND:USW00023188,0.0,19.3,22.8,17.2
2020-07-01,GHCND:USW00023188,0.0,20.1,21.1,18.3
2020-07-02,GHCND:USW00023188,0.0,19.7,22.8,17.8
2020-07-03,GHCND:USW00023188,0.0,20.1,24.4,17.2
2020-07-04,GHCND:USW00023188,0.0,21.2,25.0,18.3
2020-07-05,GHCND:USW00023188,0.0,22.2,27.8,17.8
2020-07-06,GHCND:USW00023188,0.0,21.6,25.6,18.9
2020-07-07,GHCND:USW00023188,0.0,21.5,23.3,19.4
2020-07-08,GHCND:USW00023188,0.0,20.9,23.3,18.3
2020-07-09,GHCND:USW00023188,0.0,19.9,23.9,17.8
2020-07-10,GHCND:USW00023188,0.0,21.6,26.7,18.9
2020-07-11,GHCND:USW00023188,0.0,23.4,27.2,20.6
2020-07-12,GHCND:USW00023188,0.0,24.0,28.9,20.6
2020-07-13,GHCND:USW00023188,0.0,22.9,25.6,20.6
2020-07-14,GHCND:USW00023188,0.0,21.9,23.9,19.4
2020-07-15,GHCND:USW00023188,0.0,21.5,23.9,19.4
2020-07-16,GHCND:USW00023188,0.0,21.7,24.4,20.0
2020-07-17,GHCND:USW00023188,0.0,22.1,25.0,20.6
2020-07-18,GHCND:USW00023188,0.0,21.9,25.0,20.0
2020-07-19,GHCND:USW00023188,0.0,21.4,24.4,19.4
2020-07-20,GHCND:USW00023188,0.0,20.9,23.3,18.9
2020-07-21,GHCND:USW00023188,0.0,20.5,23.3,18.9
2020-07-22,GHCND:USW00023188,0.0,20.4,22.8,18.9
2020-07-23,GHCND:USW00023188,0.0,19.9,22.8,18.3
2020-07-24,GHCND:USW00023188,0.0,20.3,23.9,18.9
2020-07-25,GHCND:USW00023188,0.0,21.3,23.9,20.0
2020-07-26,GHCND:USW00023188,0.0,21.2,24.4,18.9
2020-07-27,GHCND:USW00023188,0.0,20.6,23.9,18.9
2020-07-28,GHCND:USW00023188,0.0,20.0,22.8,18.3
2020-07-29,GHCND:USW00023188,0.0,19.4,22.8,17.8
2020-07-30,GHCND:USW00023188,0.0,19.9,23.3,18.3
2020-07-31,GHCND:USW00023188,0.0,21.8,25.6,18.9
2020-08-01,GHCND:USW00023188,0.0,20.7,22.2,16.7
2020-08-02,GHCND:USW00023188,0.0,19.2,22.8,16.1
2020-08-03,GHCND:USW00023188,0.0,20.2,22.2,17.8
2020-08-04,GHCND:USW00023188,0.0,19.4,22.8,17.2
2020-08-05,GHCND:USW00023188,0.0,20.1,22.8,18.3
2020-08-06,GHCND:USW00023188,0.0,20.2,22.8,18.3
2020-08-07,GHCND:USW00023188,0.0,20.3,24.4,17.8
2020-08-08,GHCND:USW00023188,0.0,20.5,24.4,17.8
2020-08-09,GHCND:USW00023188,0.0,20.7,23.9,18.9
2020-08-10,GHCND:USW00023188,0.0,20.3,23.3,18.3
2020-08-11,GHCND:USW00023188,0.0,20.2,23.3,18.9
2020-08-12,GHCND:USW00023188,0.0,20.3,24.4,17.8
2020-08-13,GHCND:USW00023188,0.0,23.0,28.9,20.6
2020-08-14,GHCND:USW00023188,0.0,24.3,30.6,20.0
2020-08-15,GHCND:USW00023188,0.0,25.1,29.4,22.2
2020-08-16,GHCND:USW00023188,0.0,24.3,25.6,22.2
2020-08-17,GHCND:USW00023188,0.0,23.6,28.3,21.7
2020-08-18,GHCND:USW00023188,0.0,24.5,28.3,22.2
2020-08-19,GHCND:USW00023188,0.0,24.4,27.8,22.2
2020-08-20,GHCND:USW00023188,0.0,24.5,29.4,22.2
2020-08-21,GHCND:USW00023188,0.0,24.2,29.4,21.7
2020-08-22,GHCND:USW00023188,0.0,26.6,31.1,24.4
2020-08-23,GHCND:USW00023188,0.0,26.0,29.4,23.9
2020-08-24,GHCND:USW00023188,0.0,25.5,27.8,23.3
2020-08-25,GHCND:USW00023188,0.0,24.2,27.2,22.8
2020-08-26,GHCND:USW00023188,0.0,23.8,26.1,21.1
2020-08-27,GHCND:USW00023188,0.0,23.3,27.2,21.1
2020-08-28,GHCND:USW00023188,0.0,23.1,25.6,20.6
2020-08-29,GHCND:USW00023188,0.0,21.8,25.0,20.0
2020-08-30,GHCND:USW00023188,0.0,21.8,25.0,19.4
2020-08-31,GHCND:USW00023188,0.0,21.4,24.4,20.0
2020-09-01,GHCND:USW00023188,0.0,22.2,25.6,20.0
2020-09-02,GHCND:USW00023188,0.0,21.8,24.4,20.0
2020-09-03,GHCND:USW00023188,0.0,22.2,25.6,20.6
2020-09-04,GHCND:USW00023188,0.0,22.7,27.2,20.6
2020-09-05,GHCND:USW00023188,0.0,25.4,32.8,21.7
2020-09-06,GHCND:USW00023188,0.0,27.7,37.8,22.2
2020-09-07,GHCND:USW00023188,0.0,23.7,24.4,20.0
2020-09-08,GHCND:USW00023188,0.0,23.2,25.6,21.7
2020-09-09,GHCND:USW00023188,0.0,23.2,27.8,18.9
2020-09-10,GHCND:USW00023188,0.0,22.0,27.2,17.2
2020-09-11,GHCND:USW00023188,0.0,22.0,27.2,17.8
2020-09-12,GHCND:USW00023188,0.0,21.6,26.7,16.1
2020-09-13,GHCND:USW00023188,0.0,21.9,25.6,18.3
2020-09-14,GHCND:USW00023188,0.0,21.7,27.2,17.8
2020-09-15,GHCND:USW00023188,0.0,22.5,27.2,17.2
2020-09-16,GHCND:USW00023188,0.0,23.7,32.2,16.7
2020-09-17,GHCND:USW00023188,0.0,24.3,30.6,17.2
2020-09-18,GHCND:USW00023188,0.0,25.0,31.7,18.9
2020-09-19,GHCND:USW00023188,0.0,24.1,27.8,18.9
2020-09-20,GHCND:USW00023188,0.0,22.3,25.0,20.0
2020-09-21,GHCND:USW00023188,0.0,21.7,25.0,20.0
2020-09-22,GHCND:USW00023188,0.0,21.8,26.1,20.0
2020-09-23,GHCND:USW00023188,0.0,21.9,27.2,17.8
2020-09-24,GHCND:USW00023188,0.0,22.6,27.8,18.3
2020-09-25,GHCND:USW00023188,0.0,21.5,23.9,20.0
2020-09-26,GHCND:USW00023188,0.0,21.6,24.4,20.0
2020-09-27,GHCND:USW00023188,0.0,21.2,23.3,18.9
2020-09-28,GHCND:USW00023188,0.0,21.3,26.1,17.8
2020-09-29,GHCND:USW00023188,0.0,22.8,32.2,20.0
2020-09-30,GHCND:USW00023188,0.0,25.4,35.6,20.0
2020-10-01,GHCND:USW00023188,0.0,26.9,36.1,19.4
2020-10-02,GHCND:USW00023188,0.0,25.9,32.8,19.4
2020-10-03,GHCND:USW00023188,0.0,24.1,30.0,17.8
2020-10-04,GHCND:USW00023188,0.0,23.7,30.6,17.2
2020-10-05,GHCND:USW00023188,0.0,24.1,30.0,18.3
2020-10-06,GHCND:USW00023188,0.0,22.7,27.8,18.3
2020-10-07,GHCND:USW00023188,0.0,22.3,25.6,19.4
2020-10-08,GHCND:USW00023188,0.0,22.0,23.9,18.3
2020-10-09,GHCND:USW00023188,0.0,21.7,25.0,18.9
2020-10-10,GHCND:USW00023188,0.0,22.2,24.4,19.4
2020-10-11,GHCND:USW00023188,0.0,21.7,25.0,18.9
2020-10-12,GHCND:USW00023188,0.0,22.3,28.9,17.2
2020-10-13,GHCND:USW00023188,0.0,24.4,32.2,17.2
2020-10-14,GHCND:USW00023188,0.0,23.6,31.1,16.7
2020-10-15,GHCND:USW00023188,0.0,23.7,30.0,17.2
2020-10-16,GHCND:USW00023188,0.0,22.1,28.3,17.8
2020-10-17,GHCND:USW00023188,0.0,21.2,24.4,17.8
2020-10-18,GHCND:USW00023188,0.0,21.6,26.7,18.3
2020-10-19,GHCND:USW00023188,0.0,22.1,25.0,18.3
2020-10-20,GHCND:USW00023188,0.0,21.1,23.3,19.4
2020-10-21,GHCND:USW00023188,0.0,21.0,23.3,20.0
2020-10-22,GHCND:USW00023188,0.0,21.1,22.8,20.0
2020-10-23,GHCND:USW00023188,0.0,21.5,23.9,20.6
2020-10-24,GHCND:USW00023188,0.0,21.4,23.3,20.6
2020-10-25,GHCND:USW00023188,3.0,20.9,22.2,17.2
2020-10-26,GHCND:USW00023188,0.0,19.2,22.8,13.3
2020-10-27,GHCND:USW00023188,0.0,17.5,24.4,10.6
2020-10-28,GHCND:USW00023188,0.0,18.4,24.4,11.1
2020-10-29,GHCND:USW00023188,0.0,18.3,25.6,11.7
2020-10-30,GHCND:USW00023188,0.0,18.8,25.0,12.2
2020-10-31,GHCND:USW00023188,0.0,18.8,25.0,13.3
2020-11-01,GHCND:USW00023188,0.0,19.9,29.4,14.4
2020-11-02,GHCND:USW00023188,0.0,19.3,25.0,14.4
2020-11-03,GHCND:USW00023188,0.0,19.5,23.3,16.7
2020-11-04,GHCND:USW00023188,0.0,19.2,24.4,15.6
2020-11-05,GHCND:USW00023188,0.0,20.7,31.7,15.0
2020-11-06,GHCND:USW00023188,0.0,21.1,22.2,17.2
2020-11-07,GHCND:USW00023188,3.0,17.9,18.9,14.4
2020-11-08,GHCND:USW00023188,3.6,16.1,18.3,13.3
2020-11-09,GHCND:USW00023188,0.0,14.9,18.3,11.1
2020-11-10,GHCND:USW00023188,0.0,13.7,20.0,7.8
2020-11-11,GHCND:USW00023188,0.0,14.0,20.6,7.2
2020-11-12,GHCND:USW00023188,0.0,14.7,20.6,8.9
2020-11-13,GHCND:USW00023188,0.0,14.9,20.0,9.4
2020-11-14,GHCND:USW00023188,0.0,16.9,20.6,13.9
2020-11-15,GHCND:USW00023188,0.0,17.4,26.1,10.6
2020-11-16,GHCND:USW00023188,0.0,19.3,32.2,11.7
2020-11-17,GHCND:USW00023188,0.0,18.0,26.1,11.1
2020-11-18,GHCND:USW00023188,0.0,16.5,20.6,12.2
2020-11-19,GHCND:USW00023188,0.0,16.3,20.0,13.3
2020-11-20,GHCND:USW00023188,0.0,15.9,22.2,12.2
2020-11-21,GHCND:USW00023188,0.0,15.8,21.1,11.7
2020-11-22,GHCND:USW00023188,0.0,15.7,21.1,11.7
2020-11-23,GHCND:USW00023188,0.0,16.0,18.9,13.3
2020-11-24,GHCND:USW00023188,0.0,16.7,19.4,12.8
2020-11-25,GHCND:USW00023188,0.0,15.6,19.4,11.1
2020-11-26,GHCND:USW00023188,0.0,15.8,19.4,11.7
2020-11-27,GHCND:USW00023188,0.0,14.2,21.1,6.1
2020-11-28,GHCND:USW00023188,0.0,14.0,23.3,5.6
2020-11-29,GHCND:USW00023188,0.0,14.2,23.9,6.1
2020-11-30,GHCND:USW00023188,0.0,14.9,23.9,8.9
2020-12-01,GHCND:USW00023188,0.0,14.4,22.8,6.7
2020-12-02,GHCND:USW00023188,0.0,15.4,26.7,7.2
2020-12-03,GHCND:USW00023188,0.0,15.7,22.2,7.8
2020-12-04,GHCND:USW00023188,0.0,13.7,22.2,5.6
2020-12-05,GHCND:USW00023188,0.0,12.9,21.7,5.0
2020-12-06,GHCND:USW00023188,0.0,13.1,21.7,6.1
2020-12-07,GHCND:USW00023188,0.0,12.8,18.3,6.7
2020-12-08,GHCND:USW00023188,0.0,17.0,26.7,12.2
2020-12-09,GHCND:USW00023188,0.0,16.1,22.8,10.0
2020-12-10,GHCND:USW00023188,0.0,14.4,17.8,9.4
2020-12-11,GHCND:USW00023188,0.0,14.9,18.3,9.4
2020-12-12,GHCND:USW00023188,0.0,13.4,17.2,10.0
2020-12-13,GHCND:USW00023188,0.0,14.1,20.6,7.8
2020-12-14,GHCND:USW00023188,0.8,14.1,18.3,10.0
2020-12-15,GHCND:USW00023188,0.0,13.7,21.1,8.3
2020-12-16,GHCND:USW00023188,0.0,13.9,22.2,6.1
2020-12-17,GHCND:USW00023188,0.0,12.8,17.8,7.2
2020-12-18,GHCND:USW00023188,0.0,14.8,19.4,10.0
2020-12-19,GHCND:USW00023188,0.0,13.6,22.2,5.6
2020-12-20,GHCND:USW00023188,0.0,14.5,24.4,6.1
2020-12-21,GHCND:USW00023188,0.0,15.3,26.7,7.2
2020-12-22,GHCND:USW00023188,0.0,13.6,17.8,8.9
2020-12-23,GHCND:USW00023188,0.0,14.7,19.4,8.9
2020-12-24,GHCND:USW00023188,0.0,14.8,20.6,11.7
2020-12-25,GHCND:USW00023188,0.0,15.2,22.8,7.8
2020-12-26,GHCND:USW00023188,0.0,13.7,18.9,7.8
2020-12-27,GHCND:USW00023188,0.0,15.1,16.7,13.3
2020-12-28,GHCND:USW00023188,14.2,15.1,16.7,12.2
2020-12-29,GHCND:USW00023188,0.3,14.2,17.2,8.9
2020-12-30,GHCND:USW00023188,0.0,12.0,18.9,5.0
2020-12-31,GHCND:USW00023188,0.0,12.1,17.8,6.7
2021-01-01,GHCND:USW00023188,0.0,13.1,21.1,6.7
2021-01-02,GHCND:USW00023188,0.0,12.8,18.9,6.7
2021-01-03,GHCND:USW00023188,0.0,12.7,17.8,7.8
2021-01-04,GHCND:USW00023188,0.0,13.2,17.8,8.3
2021-01-05,GHCND:USW00023188,0.0,13.1,16.1,9.4
2021-01-06,GHCND:USW00023188,0.0,12.5,17.2,9.4
2021-01-07,GHCND:USW00023188,0.0,12.9,20.0,7.8
2021-01-08,GHCND:USW00023188,0.0,13.1,19.4,8.9
2021-01-09,GHCND:USW00023188,0.0,11.9,20.0,5.6
2021-01-10,GHCND:USW00023188,0.0,13.3,22.8,6.7
2021-01-11,GHCND:USW00023188,0.0,13.3,21.1,6.1
2021-01-12,GHCND:USW00023188,0.0,14.1,22.2,6.7
2021-01-13,GHCND:USW00023188,0.0,14.3,22.2,7.8
2021-01-14,GHCND:USW00023188,0.0,16.0,27.2,8.9
2021-01-15,GHCND:USW00023188,0.0,19.6,31.1,11.7
2021-01-16,GHCND:USW00023188,0.0,17.3,23.3,10.0
2021-01-17,GHCND:USW00023188,0.0,17.8,27.8,11.1
2021-01-18,GHCND:USW00023188,0.0,15.2,20.6,10.0
2021-01-19,GHCND:USW00023188,0.0,16.5,22.8,13.3
2021-01-20,GHCND:USW00023188,0.3,19.5,22.8,15.0
2021-01-21,GHCND:USW00023188,0.0,18.2,20.6,12.8
2021-01-22,GHCND:USW00023188,0.8,16.2,17.8,13.9
2021-01-23,GHCND:USW00023188,9.7,14.1,15.6,8.9
2021-01-24,GHCND:USW00023188,3.3,11.1,15.6,8.3
2021-01-25,GHCND:USW00023188,5.6,12.8,13.9,10.0
2021-01-26,GHCND:USW00023188,0.0,12.6,15.0,8.3
2021-01-27,GHCND:USW00023188,0.0,11.3,16.7,6.1
2021-01-28,GHCND:USW00023188,2.0,12.4,17.8,7.8
2021-01-29,GHCND:USW00023188,24.1,14.2,16.7,9.4
2021-01-30,GHCND:USW00023188,0.0,11.5,16.7,7.2
2021-01-31,GHCND:USW00023188,0.0,12.7,20.0,7.2
2021-02-01,GHCND:USW00023188,0.0,16.6,22.2,13.9
2021-02-02,GHCND:USW00023188,0.0,16.8,19.4,14.4
2021-02-03,GHCND:USW00023188,0.0,14.9,16.7,12.8
2021-02-04,GHCND:USW00023188,0.0,15.2,17.2,11.7
2021-02-05,GHCND:USW00023188,0.0,13.9,18.9,8.9
2021-02-06,GHCND:USW00023188,0.0,14.1,20.6,7.8
2021-02-07,GHCND:USW00023188,0.0,13.4,19.4,9.4
2021-02-08,GHCND:USW00023188,0.0,13.6,15.6,12.2
2021-02-09,GHCND:USW00023188,0.0,14.4,16.7,13.3
2021-02-10,GHCND:USW00023188,0.0,14.7,17.2,11.7
2021-02-11,GHCND:USW00023188,0.0,13.8,19.4,9.4
2021-02-12,GHCND:USW00023188,0.8,15.8,18.3,11.7
2021-02-13,GHCND:USW00023188,0.3,14.2,17.2,11.1
2021-02-14,GHCND:USW00023188,0.0,15.1,18.9,11.1
2021-02-15,GHCND:USW00023188,0.0,13.7,17.8,9.4
2021-02-16,GHCND:USW00023188,1.5,15.5,17.8,12.8
2021-02-17,GHCND:USW00023188,0.0,14.2,17.8,9.4
2021-02-18,GHCND:USW00023188,0.0,14.2,20.6,7.8
2021-02-19,GHCND:USW00023188,0.0,13.8,20.0,7.2
2021-02-20,GHCND:USW00023188,0.0,13.9,18.9,8.9
2021-02-21,GHCND:USW00023188,0.0,15.7,27.8,7.8
2021-02-22,GHCND:USW00023188,0.0,16.5,25.6,7.2
2021-02-23,GHCND:USW00023188,0.0,16.7,23.9,8.3
2021-02-24,GHCND:USW00023188,0.0,15.6,20.0,9.4
2021-02-25,GHCND:USW00023188,0.0,16.2,21.7,10.0
2021-02-26,GHCND:USW00023188,0.0,15.4,23.3,7.8
2021-02-27,GHCND:USW00023188,0.0,15.2,18.3,10.6
2021-02-28,GHCND:USW00023188,0.0,15.6,23.3,8.9
2021-03-01,GHCND:USW00023188,0.0,15.6,25.0,7.8
2021-03-02,GHCND:USW00023188,0.0,14.8,22.2,6.7
2021-03-03,GHCND:USW00023188,14.7,14.0,17.2,9.4
2021-03-04,GHCND:USW00023188,0.0,14.5,18.9,11.1
2021-03-05,GHCND:USW00023188,0.0,14.7,20.6,9.4
2021-03-06,GHCND:USW00023188,0.0,15.4,19.4,11.7
2021-03-07,GHCND:USW00023188,0.0,15.1,17.8,11.7
2021-03-08,GHCND:USW00023188,0.0,15.7,17.8,13.3
2021-03-09,GHCND:USW00023188,0.0,14.7,17.8,10.6
2021-03-10,GHCND:USW00023188,4.6,14.5,17.2,11.1
2021-03-11,GHCND:USW00023188,12.4,13.3,15.6,10.0
2021-03-12,GHCND:USW00023188,0.0,12.4,16.1,9.4
2021-03-13,GHCND:USW00023188,0.0,13.6,17.8,11.1
2021-03-14,GHCND:USW00023188,0.0,14.6,17.2,12.8
2021-03-15,GHCND:USW00023188,4.3,14.2,15.0,12.2
2021-03-16,GHCND:USW00023188,0.3,12.9,16.1,10.0
2021-03-17,GHCND:USW00023188,0.0,12.4,16.7,7.8
2021-03-18,GHCND:USW00023188,0.0,13.9,17.2,10.0
2021-03-19,GHCND:USW00023188,0.0,14.5,19.4,10.0
2021-03-20,GHCND:USW00023188,0.0,16.1,18.9,12.2
2021-03-21,GHCND:USW00023188,0.0,14.0,17.8,10.0
2021-03-22,GHCND:USW00023188,0.0,14.8,18.9,9.4
2021-03-23,GHCND:USW00023188,0.3,15.3,17.8,13.3
2021-03-24,GHCND:USW00023188,0.0,14.9,18.9,10.6
2021-03-25,GHCND:USW00023188,0.8,15.3,16.7,12.8
2021-03-26,GHCND:USW00023188,0.3,14.2,17.8,11.7
2021-03-27,GHCND:USW00023188,0.0,14.9,22.8,8.9
2021-03-28,GHCND:USW00023188,0.0,18.0,27.8,10.0
2021-03-29,GHCND:USW00023188,0.0,18.2,22.2,11.1
2021-03-30,GHCND:USW00023188,0.0,16.2,19.4,14.4
2021-03-31,GHCND:USW00023188,0.0,18.5,31.1,11.7
2021-04-01,GHCND:USW00023188,0.0,23.1,31.1,13.9
2021-04-02,GHCND:USW00023188,0.0,19.0,20.6,15.0
2021-04-03,GHCND:USW00023188,0.0,16.7,20.0,14.4
2021-04-04,GHCND:USW00023188,0.0,16.5,22.8,13.3
2021-04-05,GHCND:USW00023188,0.0,16.8,19.4,14.4
2021-04-06,GHCND:USW00023188,0.0,16.8,20.6,14.4
2021-04-07,GHCND:USW00023188,0.0,17.1,22.8,13.3
2021-04-08,GHCND:USW00023188,0.0,17.3,21.1,14.4
2021-04-09,GHCND:USW00023188,0.0,17.3,21.1,15.0
2021-04-10,GHCND:USW00023188,0.0,17.9,21.1,15.0
2021-04-11,GHCND:USW00023188,0.0,16.9,19.4,13.9
2021-04-12,GHCND:USW00023188,0.0,16.9,19.4,15.6
2021-04-13,GHCND:USW00023188,0.0,16.1,16.7,15.0
2021-04-14,GHCND:USW00023188,0.0,15.8,17.8,14.4
2021-04-15,GHCND:USW00023188,0.0,15.7,18.9,12.2
2021-04-16,GHCND:USW00023188,0.0,16.2,20.0,13.9
